farm_id,R1_freq,R2_freq,R1_energy,R2_energy
65,0.25825800467782406,0.12806222857132332,0.4604835288660079,0.2322747205209798
66,0.2971248553899068,0.1788168764830565,0.2750133311314334,0.3167959598947308
67,0.2939792959165593,0.14903365349240355,0.4686213170954508,0.24316933229649776
68,0.26579967317112585,0.12258220151451651,0.4099823205197758,0.17078270408670854
69,0.23950241987352813,0.27196932279572517,0.4972767573273814,0.42704320627104264
70,0.11045965673029871,0.2540677622326605,0.14290789588276698,0.3528134631922332
71,0.3926461992619277,0.8261579295446312,0.6897050526239387,0.935841791987062
72,0.5647534500874425,0.11973101673286171,0.5900269546483001,0.21429439660546343
73,0.2764390864637748,0.13022685137491882,0.475632644664775,0.23794650589809002
74,0.22605765339366926,0.40059475558843843,0.19551641882715312,0.5766586248287204
75,0.1951052467977244,0.12817170098917985,0.4022685615073249,0.23780891341051277
76,0.13592466842682274,0.07575226814501934,0.08748811384014152,0.1583817326642343
77,0.48380983259768523,0.19907312220275614,0.4704145578757111,0.28417811860264475
78,0.15501610418112807,0.22274674765574187,0.25135735645331464,0.3926147182475889
79,0.07419870694294367,0.24625633187262694,0.042294032896625165,0.4087554838986321
80,0.2769213210273336,0.10777622001564956,0.5142291395291545,0.2067952816758922
81,0.44423339883791746,0.8440222761160754,0.6582565933679159,0.9229608297556762
82,0.2198987502396585,0.1563678420379186,0.1858603210833413,0.3028110309183501
83,0.30039096489360967,0.21116306274299745,0.5945722465278059,0.35644856876276015
84,0.29132637906931913,0.1283422959185826,0.509279541965678,0.2427277443775122
85,0.26323169310103395,0.4963767533899028,0.28858442134521983,0.6749887136815765
86,0.18802699161850156,0.607652211309816,0.3858657016712963,0.807423264374635
87,0.2643063803888225,0.24302512163826973,0.5046248164606447,0.39666826074570805
88,0.20034479407764014,0.10628541408929344,0.23114437265802593,0.23039840207842263
89,0.26706173023030283,0.2106000361992733,0.20885742391513973,0.4046770042330316
90,0.44199171443553276,0.5647874669024899,0.6620565414034156,0.6922263817841874
91,0.3956564628747655,0.23905321225425621,0.467097704394854,0.2860656293748254
92,0.2689236390086376,0.2184563844641142,0.18340944126159978,0.42799107207326004
93,0.34335258439135846,0.2105118388756716,0.5184571146378512,0.3382105677461509
94,0.10649186070256228,0.310548454649615,0.07245581383524728,0.43492718645688727
95,0.27244759784898925,0.27119592901399003,0.4383868302860352,0.42879497942035083
96,0.2761099533375955,0.21743998876602474,0.5000583661947374,0.3820256882599221
97,0.417693045360368,0.2611712507075529,0.5083657952020495,0.28964622313744454
98,0.2024075718435707,0.09613656991174194,0.24086544156301323,0.23452275247674334
99,0.275145362324011,0.21678528603950567,0.4149157383156376,0.3417501951582324
100,0.24751671634065767,0.16045457831974347,0.5195692132725407,0.3032472743202315
101,0.44423339883791746,0.8440222761160754,0.6582565933679159,0.9229608297556762
102,0.2757695004749609,0.24032972845565814,0.49983803200879395,0.4033086917436397
103,0.26323169310103395,0.4963767533899028,0.28858442134521983,0.6749887136815765
104,0.2840233921472686,0.19257448372262076,0.23036808031210884,0.3800859952697935
105,0.28133276374007166,0.5395662232983228,0.33098131544722365,0.6909805445326165
106,0.1273925206999176,0.15486082804480722,0.07075671463468593,0.3007751523026969
107,0.18802699161850156,0.607652211309816,0.3858657016712963,0.807423264374635
108,0.10649186070256228,0.310548454649615,0.07245581383524728,0.43492718645688727
109,0.26106619724783575,0.15266010489034668,0.23095996320965012,0.3037512486099218
110,0.2047930674399359,0.44871827154690885,0.19932155314692193,0.6182230364816091
111,0.44199171443553276,0.5647874669024899,0.6620565414034156,0.6922263817841874
112,0.21130631004997136,0.6215790185598417,0.41509111858479975,0.8311611251102491
113,0.24334271588452644,0.17322597033971684,0.5355725772911556,0.3384455909854095
114,0.15415161280746417,0.23835358440635535,0.22839117889272606,0.3772134903441583
115,0.22772355237565273,0.600187476623938,0.4268603365418546,0.8173110671361722
116,0.2939792959165593,0.14903365349240355,0.4686213170954508,0.24316933229649776
117,0.25195662804552876,0.15659958308265795,0.30448486930929236,0.1666033763631933
118,0.277962258261889,0.1913377971432387,0.2421150569071098,0.3768933719570628
119,0.31980316474983594,0.6073747629712909,0.39195682255403386,0.7441526908104719
120,0.5692161483099419,0.12648518868457206,0.6114844332787748,0.1494458036046397
121,0.2447587967237145,0.1318686175737826,0.46482629097928213,0.2588528758395325
122,0.2774829349897786,0.1487481679643086,0.4520400466482744,0.23541076341539802
123,0.2664958409178044,0.1574970478217475,0.5204685376647801,0.24502606014925377
124,0.436095271982027,0.8242208134318115,0.7023705320112692,0.9220684776650554
125,0.393923688466773,0.7912214531298046,0.7621661797392292,0.9242829561899671
126,0.18469696554745443,0.6600575439836116,0.3949662556033994,0.8662246002075187
127,0.27244759784898925,0.27119592901399003,0.4383868302860352,0.42879497942035083
128,0.3378397217082795,0.1381559064557242,0.4698440942539294,0.20190798237919036
129,0.2888498051518509,0.08035423386312572,0.4577082257610284,0.16348353047735678
130,0.19639960496052564,0.5989586284865617,0.3396226154644723,0.7940279365638035
131,0.18775399175984417,0.13122242497897998,0.1955994988616378,0.2502049991006705
132,0.19878721610724007,0.06466265972856647,0.03545054682381225,0.1006509561699757
133,0.17224596302450698,0.6175805632836501,0.3611334402669762,0.8218755683903303
134,0.26181279339094765,0.1814838111133841,0.5250320837514892,0.3307455319245257
135,0.27282281417168947,0.18020334133562585,0.5103204091281595,0.3449434558364002
136,0.24879665113777616,0.18779282355662227,0.41394962483289655,0.2033031966375995
137,0.2870301236115046,0.2614765319746819,0.4874130700616033,0.4358273096702921
138,0.26117201143236807,0.16817082004928455,0.3152300695395539,0.18449231930796048
139,0.25497752850758926,0.30982269603125795,0.28971153661011334,0.5067930235680617
140,0.25019249799009796,0.15547785239179962,0.41852547455085437,0.16885881245616932
141,0.21130631004997136,0.6215790185598417,0.41509111858479975,0.8311611251102491
142,0.24382560478014303,0.11759413745231305,0.4767135772912397,0.2573012547365803
143,0.17319615176891387,0.5954079539577765,0.33002364289282804,0.8125995522017655
144,0.26656429688296274,0.16902317595780078,0.34531329308476955,0.236561063632157
145,0.33790562930507423,0.5068208547227678,0.48902389517919365,0.7089309523260711
146,0.2647977385783464,0.1712811427166736,0.3154508305877685,0.19750041251336783
147,0.2008869363040261,0.05645524266718363,0.03699205390742832,0.07886677127385662
148,0.18613965495425375,0.11416387377405599,0.34497467771402357,0.17808906662778046
149,0.2658168294308109,0.20369585373386895,0.3952548590858825,0.3299817045406701
150,0.32392330624473614,0.1838278386922046,0.40103796208589026,0.30314151992133215
151,0.23215901690365928,0.3167189950392561,0.2726512702132491,0.5016248090282763
152,0.25134451745549696,0.22266524293612208,0.4259612502759946,0.25919325995769055
153,0.3014974063142933,0.21426472451424633,0.42737401987675855,0.2905367548750393
154,0.3016528693001814,0.21367429321562215,0.4418888468212066,0.301964577311811
155,0.19760236690098504,0.5436340520933127,0.1427918901876022,0.6795231200209885
156,0.2739751601295084,0.16773433986820893,0.32023619509775003,0.22840193173625875
157,0.30104977008695105,0.2001143616498493,0.440339250042878,0.2815049539485901
158,0.33706917205097825,0.23399440814549058,0.5353356336867895,0.3513122987513628
159,0.18493797117393115,0.6336369351348597,0.35635038592536344,0.8380271212796775
160,0.2677119717263187,0.1699057433166795,0.3192432987404551,0.2065429362349232
161,0.32513950866345964,0.1879225211474584,0.45772511976119257,0.3042717768332136
162,0.33443006225049526,0.1269099969992714,0.4707414374720568,0.19898091131250098
163,0.26728578755185933,0.167133854480036,0.4315124176308162,0.2645998353392708
164,0.29405567200013105,0.15215078998087517,0.3886501726232889,0.22375307060628588
165,0.13334202667432532,0.09285615633868964,0.05888656979693326,0.17324615181526856
166,0.21764621406431087,0.3181348315617504,0.44552776033029834,0.47132458506070185
167,0.2792182023670271,0.45083172153148066,0.4947461548806403,0.6603423390144951
168,0.18423906397069378,0.12100947280913894,0.0224849323295018,0.18680394553901608
169,0.20034479407764014,0.10628541408929344,0.23114437265802593,0.23039840207842263
170,0.25311348804968975,0.44329313858024616,0.2028729465775238,0.5555437100856848
